Date,Close/Last,Volume,Open,High,Low
09/01/2021,0.15481,N/A,0.15481,0.15481,0.15481
08/31/2021,0.15474,N/A,0.15474,0.15474,0.15474
08/30/2021,0.15457,N/A,0.15457,0.15457,0.15457
08/27/2021,0.15456,N/A,0.15456,0.15456,0.15456
08/26/2021,0.15409,N/A,0.15409,0.15409,0.15409
08/25/2021,0.15441,N/A,0.15441,0.15441,0.15441
08/24/2021,0.15426,N/A,0.15426,0.15426,0.15426
08/23/2021,0.1542,N/A,0.1542,0.1542,0.1542
08/20/2021,0.15361,N/A,0.15361,0.15361,0.15361
08/19/2021,0.15361,N/A,0.15361,0.15361,0.15361
08/18/2021,0.15371,1,0.155,0.155,0.155
08/17/2021,0.15376,N/A,0.15376,0.15376,0.15376
08/16/2021,0.15409,N/A,0.15409,0.15409,0.15409
08/13/2021,0.15392,N/A,0.15392,0.15392,0.15392
08/12/2021,0.15395,N/A,0.15395,0.15395,0.15395
08/11/2021,0.15399,N/A,0.15399,0.15399,0.15399
08/10/2021,0.15368,N/A,0.15368,0.15368,0.15368
08/09/2021,0.15376,N/A,0.15376,0.15376,0.15376
08/06/2021,0.15396,N/A,0.15396,0.15396,0.15396
08/05/2021,0.15433,N/A,0.15433,0.15433,0.15433
08/04/2021,0.15431,N/A,0.15431,0.15431,0.15431
08/03/2021,0.15413,N/A,0.15413,0.15413,0.15413
08/02/2021,0.1542,N/A,0.1542,0.1542,0.1542
07/30/2021,0.15419,N/A,0.15419,0.15419,0.15419
07/29/2021,0.15437,N/A,0.15437,0.15437,0.15437
07/28/2021,0.15355,N/A,0.15355,0.15355,0.15355
07/27/2021,0.15266,N/A,0.15266,0.15266,0.15266
07/26/2021,0.15357,N/A,0.15357,0.15357,0.15357
07/23/2021,0.15381,N/A,0.15381,0.15381,0.15381
07/22/2021,0.15388,N/A,0.15388,0.15388,0.15388
07/21/2021,0.15406,N/A,0.15406,0.15406,0.15406
07/20/2021,0.15349,N/A,0.15349,0.15349,0.15349
07/19/2021,0.15325,N/A,0.15325,0.15325,0.15325
07/16/2021,0.15382,N/A,0.15382,0.15382,0.15382
07/15/2021,0.15408,N/A,0.15408,0.15408,0.15408
07/14/2021,0.15409,N/A,0.15409,0.15409,0.15409
07/13/2021,0.15359,N/A,0.15359,0.15359,0.15359
07/12/2021,0.15371,N/A,0.15371,0.15371,0.15371
07/09/2021,0.15354,N/A,0.15354,0.15354,0.15354
07/08/2021,0.15328,N/A,0.15328,0.15328,0.15328
07/07/2021,0.15377,N/A,0.15377,0.15377,0.15377
07/06/2021,0.15381,N/A,0.15381,0.15381,0.15381
07/02/2021,0.15381,N/A,0.15381,0.15381,0.15381
07/01/2021,0.15381,N/A,0.15381,0.15381,0.15381
06/30/2021,0.15381,N/A,0.15381,0.15381,0.15381
06/29/2021,0.15381,N/A,0.15381,0.15381,0.15381
06/28/2021,0.15359,1,0.1535,0.1535,0.1535
06/25/2021,0.15385,N/A,0.15385,0.15385,0.15385
06/24/2021,0.15367,N/A,0.15367,0.15367,0.15367
06/23/2021,0.15346,N/A,0.15346,0.15346,0.15346
06/22/2021,0.15331,N/A,0.15331,0.15331,0.15331
06/21/2021,0.15376,N/A,0.15376,0.15376,0.15376
06/18/2021,0.15389,N/A,0.15389,0.15389,0.15389
06/17/2021,0.15395,N/A,0.15395,0.15395,0.15395
06/16/2021,0.15449,N/A,0.15449,0.15449,0.15449
06/15/2021,0.15508,N/A,0.15508,0.15508,0.15508
06/14/2021,0.15509,N/A,0.15509,0.15509,0.15509
06/11/2021,0.15538,N/A,0.15538,0.15538,0.15538
06/10/2021,0.15559,N/A,0.15559,0.15559,0.15559
06/09/2021,0.15555,N/A,0.15555,0.15555,0.15555
06/08/2021,0.15623,N/A,0.15623,0.15623,0.15623
06/07/2021,0.15623,N/A,0.15623,0.15623,0.15623
06/04/2021,0.15623,N/A,0.15623,0.15623,0.15623
06/03/2021,0.15524,N/A,0.15524,0.15524,0.15524
06/02/2021,0.15661,N/A,0.15661,0.15661,0.15661
06/01/2021,0.15658,N/A,0.15658,0.15658,0.15658
05/28/2021,0.15703,N/A,0.15703,0.15703,0.15703
05/27/2021,0.15675,N/A,0.15675,0.15675,0.15675
05/26/2021,0.15648,N/A,0.15648,0.15648,0.15648
05/25/2021,0.15581,N/A,0.15581,0.15581,0.15581
05/24/2021,0.15578,N/A,0.15578,0.15578,0.15578
05/21/2021,0.15518,N/A,0.15518,0.15518,0.15518
05/20/2021,0.15502,N/A,0.15502,0.15502,0.15502
05/19/2021,0.15502,N/A,0.15502,0.15502,0.15502
05/18/2021,0.15551,N/A,0.15551,0.15551,0.15551
05/17/2021,0.155504,N/A,0.155504,0.155504,0.155504
05/14/2021,0.15537,N/A,0.15537,0.15537,0.15537
05/13/2021,0.15493,N/A,0.15493,0.15493,0.15493
05/12/2021,0.15502,N/A,0.15502,0.15502,0.15502
05/11/2021,0.15548,N/A,0.15548,0.15548,0.15548
05/10/2021,0.1557,N/A,0.1557,0.1557,0.1557
05/07/2021,0.15552,N/A,0.15552,0.15552,0.15552
05/06/2021,0.15458,N/A,0.15458,0.15458,0.15458
05/05/2021,0.15399,N/A,0.15399,0.15399,0.15399
05/04/2021,0.15406,N/A,0.15406,0.15406,0.15406
05/03/2021,0.15435,N/A,0.15435,0.15435,0.15435
04/30/2021,0.15435,N/A,0.15435,0.15435,0.15435
04/29/2021,0.15456,N/A,0.15456,0.15456,0.15456
04/28/2021,0.15428,N/A,0.15428,0.15428,0.15428
04/27/2021,0.15414,N/A,0.15414,0.15414,0.15414
04/26/2021,0.1543,N/A,0.1543,0.1543,0.1543
04/23/2021,0.15394,N/A,0.15394,0.15394,0.15394
04/22/2021,0.15374,N/A,0.15374,0.15374,0.15374
04/21/2021,0.1539,N/A,0.1539,0.1539,0.1539
04/20/2021,0.15353,N/A,0.15353,0.15353,0.15353
04/19/2021,0.153297,N/A,0.153297,0.153297,0.153297
04/16/2021,0.15329,N/A,0.15329,0.15329,0.15329
04/15/2021,0.15313,N/A,0.15313,0.15313,0.15313
04/14/2021,0.1531,N/A,0.1531,0.1531,0.1531
04/13/2021,0.1528,N/A,0.1528,0.1528,0.1528
04/12/2021,0.15265,N/A,0.15265,0.15265,0.15265
04/09/2021,0.15254,N/A,0.15254,0.15254,0.15254
04/08/2021,0.15259,N/A,0.15259,0.15259,0.15259
04/07/2021,0.15271,N/A,0.15271,0.15271,0.15271
04/06/2021,0.15286,N/A,0.15286,0.15286,0.15286
04/05/2021,0.15254,N/A,0.15254,0.15254,0.15254
04/01/2021,0.1521,N/A,0.1521,0.1521,0.1521
03/31/2021,0.15223,N/A,0.15223,0.15223,0.15223
03/30/2021,0.15201,N/A,0.15201,0.15201,0.15201
03/29/2021,0.15194,N/A,0.15194,0.15194,0.15194
03/26/2021,0.15266,N/A,0.15266,0.15266,0.15266
03/25/2021,0.15247,N/A,0.15247,0.15247,0.15247
03/24/2021,0.15298,N/A,0.15298,0.15298,0.15298
03/23/2021,0.15316,N/A,0.15316,0.15316,0.15316
03/22/2021,0.15341,N/A,0.15341,0.15341,0.15341
03/19/2021,0.15334,N/A,0.15334,0.15334,0.15334
03/18/2021,0.15322,N/A,0.15322,0.15322,0.15322
03/17/2021,0.15374,N/A,0.15374,0.15374,0.15374
03/16/2021,0.15339,N/A,0.15339,0.15339,0.15339
03/15/2021,0.153822,N/A,0.153822,0.153822,0.153822
03/12/2021,0.15376,N/A,0.15376,0.15376,0.15376
03/11/2021,0.15411,N/A,0.15411,0.15411,0.15411
03/10/2021,0.15373,N/A,0.15373,0.15373,0.15373
03/09/2021,0.15343,N/A,0.15343,0.15343,0.15343
03/08/2021,0.15297,N/A,0.15297,0.15297,0.15297
03/05/2021,0.1537,N/A,0.1537,0.1537,0.1537
03/04/2021,0.15409,N/A,0.15409,0.15409,0.15409
03/03/2021,0.15431,N/A,0.15431,0.15431,0.15431
03/02/2021,0.15437,N/A,0.15437,0.15437,0.15437
03/01/2021,0.15449,N/A,0.15449,0.15449,0.15449
02/26/2021,0.15403,N/A,0.15403,0.15403,0.15403
02/25/2021,0.15402,N/A,0.15402,0.15402,0.15402
02/24/2021,0.15468,N/A,0.15468,0.15468,0.15468
02/23/2021,0.15451,N/A,0.15451,0.15451,0.15451
02/22/2021,0.15444,N/A,0.15444,0.15444,0.15444
02/19/2021,0.15435,N/A,0.15435,0.15435,0.15435
02/18/2021,0.15434,N/A,0.15434,0.15434,0.15434
02/17/2021,0.15489,N/A,0.15489,0.15489,0.15489
02/16/2021,0.1552,N/A,0.1552,0.1552,0.1552
02/12/2021,0.15527,N/A,0.15527,0.15527,0.15527
02/11/2021,0.15523,N/A,0.15523,0.15523,0.15523
02/10/2021,0.15505,N/A,0.15505,0.15505,0.15505
02/09/2021,0.154959,N/A,0.154959,0.154959,0.154959
02/08/2021,0.15486,N/A,0.15486,0.15486,0.15486
02/05/2021,0.15445,N/A,0.15445,0.15445,0.15445
02/04/2021,0.15466,N/A,0.15466,0.15466,0.15466
02/03/2021,0.15488,N/A,0.15488,0.15488,0.15488
02/02/2021,0.15478,N/A,0.15478,0.15478,0.15478
02/01/2021,0.15445,N/A,0.15445,0.15445,0.15445
01/29/2021,0.15485,N/A,0.15485,0.15485,0.15485
01/28/2021,0.15448,N/A,0.15448,0.15448,0.15448
01/27/2021,0.15391,N/A,0.15391,0.15391,0.15391
01/26/2021,0.15438,N/A,0.15438,0.15438,0.15438
01/25/2021,0.15396,N/A,0.15396,0.15396,0.15396
01/22/2021,0.15385,N/A,0.15385,0.15385,0.15385
01/21/2021,0.15449,N/A,0.15449,0.15449,0.15449
01/20/2021,0.1545,N/A,0.1545,0.1545,0.1545
01/18/2021,0.15438,N/A,0.15438,0.15438,0.15438
01/15/2021,0.154214,N/A,0.154214,0.154214,0.154214
01/14/2021,0.15454,N/A,0.15454,0.15454,0.15454
01/13/2021,0.15455,N/A,0.15455,0.15455,0.15455
01/12/2021,0.15477,N/A,0.15477,0.15477,0.15477
01/11/2021,0.15427,N/A,0.15427,0.15427,0.15427
01/08/2021,0.15438,N/A,0.15438,0.15438,0.15438
01/07/2021,0.15436,N/A,0.15436,0.15436,0.15436
01/06/2021,0.15476,N/A,0.15476,0.15476,0.15476
01/05/2021,0.15506,N/A,0.15506,0.15506,0.15506
01/04/2021,0.15458,N/A,0.15458,0.15458,0.15458
12/31/2020,0.15334,N/A,0.15334,0.15334,0.15334
12/30/2020,0.15324,N/A,0.15324,0.15324,0.15324
12/29/2020,0.15297,N/A,0.15297,0.15297,0.15297
12/28/2020,0.15262,N/A,0.15262,0.15262,0.15262
12/24/2020,0.15296,N/A,0.15296,0.15296,0.15296
12/23/2020,0.15262,N/A,0.15262,0.15262,0.15262
12/22/2020,0.15246,N/A,0.15246,0.15246,0.15246
12/21/2020,0.15255,N/A,0.15255,0.15255,0.15255
12/18/2020,0.15279,N/A,0.15279,0.15279,0.15279
12/17/2020,0.15297,N/A,0.15297,0.15297,0.15297
12/16/2020,0.15302,N/A,0.15302,0.15302,0.15302
12/15/2020,0.1529,N/A,0.1529,0.1529,0.1529
12/14/2020,0.152996,N/A,0.152996,0.152996,0.152996
12/11/2020,0.15284,N/A,0.15284,0.15284,0.15284
12/10/2020,0.1527,N/A,0.1527,0.1527,0.1527
12/09/2020,0.15291,N/A,0.15291,0.15291,0.15291
12/08/2020,0.15313,N/A,0.15313,0.15313,0.15313
12/07/2020,0.15308,N/A,0.15308,0.15308,0.15308
12/04/2020,0.15329,N/A,0.15329,0.15329,0.15329
12/03/2020,0.15278,N/A,0.15278,0.15278,0.15278
12/02/2020,0.15256,N/A,0.15256,0.15256,0.15256
12/01/2020,0.15241,N/A,0.15241,0.15241,0.15241
11/30/2020,0.15175,N/A,0.15175,0.15175,0.15175
11/27/2020,0.15202,N/A,0.15202,0.15202,0.15202
11/25/2020,0.15208,N/A,0.15208,0.15208,0.15208
11/24/2020,0.15168,N/A,0.15168,0.15168,0.15168
11/23/2020,0.15158,N/A,0.15158,0.15158,0.15158
11/20/2020,0.15227,N/A,0.15227,0.15227,0.15227
11/19/2020,0.15174,N/A,0.15174,0.15174,0.15174
11/18/2020,0.15217,N/A,0.15217,0.15217,0.15217
11/17/2020,0.15222,N/A,0.15222,0.15222,0.15222
11/16/2020,0.15161,N/A,0.15161,0.15161,0.15161
11/13/2020,0.15107,N/A,0.15107,0.15107,0.15107
11/12/2020,0.15088,N/A,0.15088,0.15088,0.15088
11/11/2020,0.15062,N/A,0.15062,0.15062,0.15062
11/10/2020,0.151,N/A,0.151,0.151,0.151
11/09/2020,0.15057,N/A,0.15057,0.15057,0.15057
11/06/2020,0.15133,N/A,0.15133,0.15133,0.15133
11/05/2020,0.15092,N/A,0.15092,0.15092,0.15092
11/04/2020,0.15057,N/A,0.15057,0.15057,0.15057
11/03/2020,0.149,N/A,0.149,0.149,0.149
11/02/2020,0.149,N/A,0.149,0.149,0.149
10/30/2020,0.14884,N/A,0.14884,0.14884,0.14884
10/29/2020,0.14851,N/A,0.14851,0.14851,0.14851
10/28/2020,0.14817,N/A,0.14817,0.14817,0.14817
10/27/2020,0.14859,N/A,0.14859,0.14859,0.14859
10/26/2020,0.14866,N/A,0.14866,0.14866,0.14866
10/23/2020,0.14938,N/A,0.14938,0.14938,0.14938
10/22/2020,0.14938,N/A,0.14938,0.14938,0.14938
10/21/2020,0.14987,N/A,0.14987,0.14987,0.14987
10/20/2020,0.14945,N/A,0.14945,0.14945,0.14945
10/19/2020,0.14901,N/A,0.14901,0.14901,0.14901
10/16/2020,0.14871,N/A,0.14871,0.14871,0.14871
10/15/2020,0.14835,N/A,0.14835,0.14835,0.14835
10/14/2020,0.14815,N/A,0.14815,0.14815,0.14815
10/13/2020,0.14764,N/A,0.14764,0.14764,0.14764
10/12/2020,0.14761,N/A,0.14761,0.14761,0.14761
10/09/2020,0.14871,N/A,0.14871,0.14871,0.14871
10/08/2020,0.14771,N/A,0.14771,0.14771,0.14771
10/07/2020,0.14786,N/A,0.14786,0.14786,0.14786
10/06/2020,0.14763,N/A,0.14763,0.14763,0.14763
10/05/2020,0.14807,N/A,0.14807,0.14807,0.14807
10/02/2020,0.14743,N/A,0.14743,0.14743,0.14743
10/01/2020,0.14749,N/A,0.14749,0.14749,0.14749
09/30/2020,0.14684,N/A,0.14684,0.14684,0.14684
09/29/2020,0.14603,N/A,0.14603,0.14603,0.14603
09/28/2020,0.14602,N/A,0.14602,0.14602,0.14602
09/25/2020,0.14566,N/A,0.14566,0.14566,0.14566
09/24/2020,0.14573,N/A,0.14573,0.14573,0.14573
09/23/2020,0.14577,N/A,0.14577,0.14577,0.14577
09/22/2020,0.14654,N/A,0.14654,0.14654,0.14654
09/21/2020,0.14632,N/A,0.14632,0.14632,0.14632
09/18/2020,0.14676,N/A,0.14676,0.14676,0.14676
09/17/2020,0.14704,N/A,0.14704,0.14704,0.14704
09/16/2020,0.14724,N/A,0.14724,0.14724,0.14724
09/15/2020,0.1467,N/A,0.1467,0.1467,0.1467
09/14/2020,0.14604,N/A,0.14604,0.14604,0.14604
09/11/2020,0.14549,N/A,0.14549,0.14549,0.14549
09/10/2020,0.14533,N/A,0.14533,0.14533,0.14533
09/09/2020,0.14548,N/A,0.14548,0.14548,0.14548
09/08/2020,0.14507,N/A,0.14507,0.14507,0.14507
09/04/2020,0.14544,N/A,0.14544,0.14544,0.14544
09/03/2020,0.1452,N/A,0.1452,0.1452,0.1452
09/02/2020,0.14541,N/A,0.14541,0.14541,0.14541
09/01/2020,0.1453,N/A,0.1453,0.1453,0.1453
08/31/2020,0.145,N/A,0.145,0.145,0.145
08/28/2020,0.1447,N/A,0.1447,0.1447,0.1447
08/27/2020,0.14419,N/A,0.14419,0.14419,0.14419
08/26/2020,0.14428,N/A,0.14428,0.14428,0.14428
08/25/2020,0.14382,N/A,0.14382,0.14382,0.14382
08/24/2020,0.14361,N/A,0.14361,0.14361,0.14361
08/21/2020,0.14345,N/A,0.14345,0.14345,0.14345
08/20/2020,0.14375,N/A,0.14375,0.14375,0.14375
08/19/2020,0.14347,N/A,0.14347,0.14347,0.14347
08/18/2020,0.14372,N/A,0.14372,0.14372,0.14372
08/17/2020,0.144171,N/A,0.144171,0.144171,0.144171
08/14/2020,0.14391,N/A,0.14391,0.14391,0.14391
08/13/2020,0.14397,N/A,0.14397,0.14397,0.14397
08/12/2020,0.14408,N/A,0.14408,0.14408,0.14408
08/11/2020,0.14394,N/A,0.14394,0.14394,0.14394
08/10/2020,0.14361,N/A,0.14361,0.14361,0.14361
08/07/2020,0.14352,N/A,0.14352,0.14352,0.14352
08/06/2020,0.14391,N/A,0.14391,0.14391,0.14391
08/05/2020,0.14402,N/A,0.14402,0.14402,0.14402
08/04/2020,0.14332,N/A,0.14332,0.14332,0.14332
08/03/2020,0.14319,N/A,0.14319,0.14319,0.14319
07/31/2020,0.14311,N/A,0.14311,0.14311,0.14311
07/30/2020,0.14276,N/A,0.14276,0.14276,0.14276
07/29/2020,0.14282,N/A,0.14282,0.14282,0.14282
07/28/2020,0.14265,N/A,0.14265,0.14265,0.14265
07/27/2020,0.1428,N/A,0.1428,0.1428,0.1428
07/24/2020,0.14244,N/A,0.14244,0.14244,0.14244
07/23/2020,0.14253,N/A,0.14253,0.14253,0.14253
07/22/2020,0.14246,N/A,0.14246,0.14246,0.14246
07/21/2020,0.14331,N/A,0.14331,0.14331,0.14331
07/20/2020,0.14291,N/A,0.14291,0.14291,0.14291
07/17/2020,0.14292,N/A,0.14292,0.14292,0.14292
07/16/2020,0.1428,N/A,0.1428,0.1428,0.1428
07/15/2020,0.1422,N/A,0.1422,0.1422,0.1422
07/14/2020,0.1422,N/A,0.1422,0.1422,0.1422
07/13/2020,0.1422,N/A,0.1422,0.1422,0.1422
07/10/2020,0.1422,N/A,0.1422,0.1422,0.1422
07/09/2020,0.1422,N/A,0.1422,0.1422,0.1422
07/08/2020,0.1422,N/A,0.1422,0.1422,0.1422
07/07/2020,0.1422,N/A,0.1422,0.1422,0.1422
07/06/2020,0.14303,1,0.14134,0.14134,0.14134
07/02/2020,0.14119,N/A,0.14119,0.14119,0.14119
07/01/2020,0.14115,N/A,0.14115,0.14115,0.14115
06/30/2020,0.14115,N/A,0.14115,0.14115,0.14115
06/29/2020,0.14097,N/A,0.14097,0.14097,0.14097
06/26/2020,0.14078,N/A,0.14078,0.14078,0.14078
06/25/2020,0.1408,N/A,0.1408,0.1408,0.1408
06/24/2020,0.14081,N/A,0.14081,0.14081,0.14081
06/23/2020,0.14133,N/A,0.14133,0.14133,0.14133
06/22/2020,0.14128,N/A,0.14128,0.14128,0.14128
06/19/2020,0.14094,N/A,0.14094,0.14094,0.14094
06/18/2020,0.14079,N/A,0.14079,0.14079,0.14079
06/17/2020,0.14095,N/A,0.14095,0.14095,0.14095
06/16/2020,0.14076,N/A,0.14076,0.14076,0.14076
06/15/2020,0.141,N/A,0.141,0.141,0.141
06/12/2020,0.14082,N/A,0.14082,0.14082,0.14082
06/11/2020,0.14083,N/A,0.14083,0.14083,0.14083
06/10/2020,0.14144,N/A,0.14144,0.14144,0.14144
06/09/2020,0.14089,N/A,0.14089,0.14089,0.14089
06/08/2020,0.14134,N/A,0.14134,0.14134,0.14134
06/05/2020,0.14094,N/A,0.14094,0.14094,0.14094
06/04/2020,0.14026,N/A,0.14026,0.14026,0.14026
06/03/2020,0.14008,N/A,0.14008,0.14008,0.14008
06/02/2020,0.14021,N/A,0.14021,0.14021,0.14021
06/01/2020,0.13978,N/A,0.13978,0.13978,0.13978
05/29/2020,0.13917,N/A,0.13917,0.13917,0.13917
05/28/2020,0.13926,N/A,0.13926,0.13926,0.13926
05/27/2020,0.13888,N/A,0.13888,0.13888,0.13888
05/26/2020,0.13959,N/A,0.13959,0.13959,0.13959
05/22/2020,0.13947,N/A,0.13947,0.13947,0.13947
05/21/2020,0.13987,N/A,0.13987,0.13987,0.13987
05/20/2020,0.14032,N/A,0.14032,0.14032,0.14032
05/19/2020,0.14018,N/A,0.14018,0.14018,0.14018
05/18/2020,0.14013,N/A,0.14013,0.14013,0.14013
05/15/2020,0.13979,N/A,0.13979,0.13979,0.13979
05/14/2020,0.14008,N/A,0.14008,0.14008,0.14008
05/13/2020,0.14012,N/A,0.14012,0.14012,0.14012
05/12/2020,0.14035,N/A,0.14035,0.14035,0.14035
05/11/2020,0.14028,N/A,0.14028,0.14028,0.14028
05/08/2020,0.1405,N/A,0.1405,0.1405,0.1405
05/07/2020,0.1406,N/A,0.1406,0.1406,0.1406
05/06/2020,0.14004,N/A,0.14004,0.14004,0.14004
05/05/2020,0.14023,N/A,0.14023,0.14023,0.14023
05/04/2020,0.13997,N/A,0.13997,0.13997,0.13997
05/01/2020,0.13977,N/A,0.13977,0.13977,0.13977
04/30/2020,0.14097,N/A,0.14097,0.14097,0.14097
04/29/2020,0.1411,N/A,0.1411,0.1411,0.1411
04/28/2020,0.14088,N/A,0.14088,0.14088,0.14088
04/27/2020,0.14064,N/A,0.14064,0.14064,0.14064
04/24/2020,0.14061,N/A,0.14061,0.14061,0.14061
04/23/2020,0.14084,N/A,0.14084,0.14084,0.14084
04/22/2020,0.14055,N/A,0.14055,0.14055,0.14055
04/21/2020,0.14041,N/A,0.14041,0.14041,0.14041
04/20/2020,0.14068,N/A,0.14068,0.14068,0.14068
04/17/2020,0.14094,N/A,0.14094,0.14094,0.14094
04/16/2020,0.1408,N/A,0.1408,0.1408,0.1408
04/15/2020,0.14115,N/A,0.14115,0.14115,0.14115
04/14/2020,0.14159,N/A,0.14159,0.14159,0.14159
04/13/2020,0.14151,N/A,0.14151,0.14151,0.14151
04/09/2020,0.14159,N/A,0.14159,0.14159,0.14159
04/08/2020,0.14122,N/A,0.14122,0.14122,0.14122
04/07/2020,0.14134,N/A,0.14134,0.14134,0.14134
04/06/2020,0.14051,N/A,0.14051,0.14051,0.14051
04/03/2020,0.14038,N/A,0.14038,0.14038,0.14038
04/02/2020,0.14059,N/A,0.14059,0.14059,0.14059
04/01/2020,0.13996,N/A,0.13996,0.13996,0.13996
03/31/2020,0.14076,N/A,0.14076,0.14076,0.14076
